P,Sub,Number,Species,Ht,DBH,D30,,,,,
2,5,416,Rapanea umbellata,2.5,1.1,1.4,,,,,
2,5,417,Rapanea umbellata,8,6.7,7,,,,,
2,5,418,Rapanea umbellata,8,5.6,7,,,,,
2,5,419,Matayba elaeagnoides,8,9.1,9.3,,,,,
2,5,420,Pera obovata,13,26.7,32.2,,,,,
2,5,421,Myrcia tomentosa,3.5,7.2,9.3,,,,,
2,5,422,Pera obovata,10,11.2,13,,,,,
2,5,423,Rapanea umbellata,10,11,13.2,,,,,
2,5,424,Gochnatia polymorpha,9,17.3,18,,,,,
2,5,425,Pera obovata,10,12.2,13.9,,,,,
2,5,426,Eugenia florida,5,5.3,5.8,,,,,
2,5,427,Vochysia tucanorum,6,7.7,9.6,,,,,
2,5,428,Machaerium brasiliense,10,7.3,7.5,,,,,
2,5,429,Pera obovata,11,11,11.6,,,,,
2,5,430,Pera obovata,11,13,15.6,,,,,
2,5,415B,Leptolobium elegans,4,6.7+7.5,8+7.8,,,,,
2,6,431,Terminalia glabrescens,5,3.5,3.4,,,,,
2,6,432,Myrcia multiflora,3.5,1.2,1.8,,,,,
2,6,433,Lacistema hasslerianum,3.5,1.8,2.5,,,,,
2,6,434,Myrcia tomentosa,2,2.2,3.2,,,,,
2,6,434,=,,1.8,=,,,,,
2,6,435,Miconia ligustroides,3.5,1.4,2.1,,,,,
2,6,436,Pera obovata,7,3.7,4,,,,,
2,6,437,Myrcia tomentosa,5,4.1,4.5,,,,,
2,6,438,Lacistema hasslerianum,5,2,2.5,,,,,
2,6,439,Vitex megapotamica,5,2.8,3.5,,,,,
2,6,440,Myrcia fallax,5,3.1,3.6,,,,,
2,6,441,Pera obovata,6,3.2,3.7,,,,,
2,6,442,Lacistema hasslerianum,5,2.2,2.2,,,,,
2,6,443,Machaerium brasiliense,12,19,20.5,,,,,
2,6,444,Myrcia multiflora,6,7.5,8.5,,,,,
2,6,445,Rapanea umbellata,7,9.2,11.1,,,,,
2,6,446,Machaerium acutifolium,7,8,8.5,,,,,
2,6,447,Terminalia glabrescens,9,7.8,9.5,,,,,
2,6,448,Tapirira guianensis,12,17.8,25,,,,,
2,6,449,Myrcia tomentosa,6,5.3,6.3,,,,,
2,6,449,=,,5,6.7,,,,,
2,6,450,Pera obovata,10,10.9,13,,,,,
2,6,451,Rapanea umbellata,7,5.3,6.4,,,,,
2,6,452,Rapanea umbellata,8,5.9,8,,,,,
2,6,453,Vochysia tucanorum,10,20.5,21.8,,,,,
2,6,454,Machaerium brasiliense,9,8.9,10.7,,,,,
2,6,455,Vochysia tucanorum,10,22.1,25.2,,,,,
2,6,456,Myrcia fallax,2,5.2,5,,,,,
2,6,457,Symplocos pubescens,2.5,6.2,6.8,,,,,
2,6,458,Myrcia tomentosa,5,6.5,9.8,,,,,
2,6,459,Myrcia tomentosa,4.5,5.1,5.7,,,,,
2,6,460,Machaerium brasiliense,11,11.6,12.5,,,,,
2,6,461,Machaerium brasiliense,10,9.4,11.3,,,,,
2,6,462,Machaerium acutifolium,2,7,8.5,,,,,
2,6,463,Myrcia tomentosa,7,8.5,9.6,,,,,
2,6,431B,Lacistema hasslerianum,3,2.1,2.3,,,,,
2,6,438B,Myrcia tomentosa,5,4,5.1,,,,,
2,6,447B,Matayba elaeagnoides,4,2.1,2.6,,,,,
2,7,464,Guapira graciliflora,3,2,2.5,,,,,
2,7,465,Miconia albicans,3,4.5,4.4,,,,,
2,7,466,Miconia ligustroides,4.5,2.5,2.9,,,,,
2,7,467,Lacistema hasslerianum,4,2.3,2.5,,,,,
2,7,467,=,,2.2,2.4,,,,,
2,7,467,=,,2,2,,,,,
2,7,468,Lacistema hasslerianum,4,2.5,2.7,,,,,
2,7,469,Lacistema hasslerianum,4.5,1.5,2.3,,,,,
2,7,469,=,,1.1,2.3,,,,,
2,7,469,=,,1,=,,,,,
2,7,470,Rapanea umbellata,7,4.5,5,,,,,
2,7,471,Pera obovata,3.5,1.5,2.5,,,,,
2,7,472,Myrcia fallax,8,6.1,9.2,,,,,
2,7,473,Machaerium brasiliense,8,7.6,8.4,,,,,
2,7,474,Gochnatia polymorpha,8,10.1,11.3,,,,,
2,7,475,Rapanea umbellata,7,5.9,9.8,,,,,
2,7,476,Myrcia tomentosa,6,7.1,8.1,,,,,
2,7,477,Miconia ligustroides,6,7.4,8.1,,,,,
2,7,478,Rapanea umbellata,9,9.6,10.8,,,,,
2,7,479,Pera obovata,10,9.6,11.3,,,,,
2,7,480,Myrcia fallax,7,8,9,,,,,
2,7,481,Myrcia tomentosa,6,8,9.6,,,,,
2,7,482,Gochnatia polymorpha,6,10,12.8,,,,,
2,7,483,Lithraea molleoides,7,10.8,12.3,,,,,
2,7,484,Myrcia tomentosa,6,5.7,9.4,,,,,
2,7,485,Rapanea umbellata,6,5.6,6.6,,,,,
2,7,486,Rapanea umbellata,7,8.7,10.6,,,,,
2,7,487,Gochnatia polymorpha,8,10,11.8,,,,,
2,7,487,=,,9.5,10,,,,,
2,7,488,Platypodium elegans,9,8.8,11.2,,,,,
2,7,489,Gochnatia polymorpha,9,9.7,10.8,,,,,
2,7,490,Machaerium brasiliense,12,17,18.5,,,,,
2,7,491,Gochnatia polymorpha,10,13.7,18,,,,,
2,7,492,Myrcia fallax,5,8.8,7.5,,,,,
2,7,522,Myrcia multiflora,6,5.1,5.8,,,,,
2,7,523,Gochnatia polymorpha,4,6,7.9,,,,,
2,7,477B,Pera obovata,9,7,7.6,,,,,
2,7,477C,Myrcia fallax,4.5,5.4,5.8,,,,,
2,7,477D,Erythroxylum deciduum,2.5,1.3+1.7,3,,,,,
2,7,486B,Gochnatia polymorpha,3.5,10.5,11.5,,,,,
2,8,493,Gochnatia polymorpha,6,4.8,5.6,,,,,
2,8,494,Myrcia tomentosa,4,3.4,4,,,,,
2,8,494,=,,2.4,2.5,,,,,
2,8,495,Myrcia tomentosa,4,3.2,3.9,,,,,
2,8,496,Rapanea umbellata,6,4.9,5.1,,,,,
2,8,497,Rapanea umbellata,4,2,2.3,,,,,
2,8,498,Terminalia glabrescens,6,4.9,5.3,,,,,
2,8,499,Myrcia fallax,2.5,1.7,2.5,,,,,
2,8,500,Rapanea ferruginea,1.9,1.4,1.4,,,,,
2,8,501,Myrcia multiflora,4,1.8,2,,,,,
2,8,502,Terminalia glabrescens,4,1.7,2.2,,,,,
2,8,503,Gochnatia polymorpha,5,5.5,7.1,,,,,
2,8,504,Gochnatia polymorpha,8,9.2,9.7,,,,,
2,8,505,Myrcia fallax,5,10.5,10.2,,,,,
2,8,506,Gochnatia polymorpha,10,18.5,21.3,,,,,
2,8,507,Croton floribundus,11,10.8,12.8,,,,,
2,8,508,Myrcia fallax,6,8.2,8,,,,,
2,8,509,Plenckia populnea,9,15.5,17.1,,,,,
2,8,510,Rapanea umbellata,9,9.3,10.5,,,,,
2,8,511,Myrcia tomentosa,5,9.5,10.2,,,,,
2,8,512,Platypodium elegans,7,7,8.6,,,,,
2,8,513,Terminalia glabrescens,6,5.4,6.2,,,,,
2,8,514,Symplocos pubescens,7,6.4,8.4,,,,,
2,8,515,Gochnatia polymorpha,6,5.8,8.5,,,,,
2,8,516,Gochnatia polymorpha,6,9.5,11.5,,,,,
2,8,517,Gochnatia polymorpha,10,16.4,18.6,,,,,
2,8,518,Gochnatia polymorpha,8,9.8,12.7,,,,,
2,8,519,Gochnatia polymorpha,8,7.8,9.4,,,,,
2,8,520,Gochnatia polymorpha,6,6.5,7,,,,,
2,8,521,Gochnatia polymorpha,9,10.8,13,,,,,
2,8,524,Myrcia tomentosa,6,5.7,7.5,,,,,
2,8,525,Qualea grandiflora,5,6,9.3,,,,,
2,8,526,Lithraea molleoides,5,6.8,7.9,,,,,
2,8,527,Gochnatia polymorpha,7,8.6,9.8,,,,,
2,8,528,Pera obovata,10,9.1,10.5,,,,,
2,9,529,Lithraea molleoides,8,6,6,,,,,
2,9,530,Rapanea ferruginea,5,2.2,2.5,,,,,
2,9,531,Rapanea umbellata,5,4,4.3,,,,,
2,9,532,Symplocos pubescens,3.5,1.5,2,,,,,
2,9,533,Diospyros hispida,2,1.1,5.2,,,,,
2,9,534,Alibertia edulis,2.2,1.1,1.7,,,,,
2,9,535,Symplocos pubescens,3,1.5,2.1,,,,,
2,9,536,Alibertia edulis,5,2.5,3.1,,,,,
2,9,537,Rapanea umbellata,3.5,1,1.5,,,,,
2,9,538,Rapanea umbellata,4,1.2,1.8,,,,,
2,9,539,Rapanea umbellata,6,2.7,3,,,,,
2,9,540,Platypodium elegans,5,2.9,4.6,,,,,
2,9,541,Vochysia tucanorum,9,11.4,14.5,,,,,
2,9,542,Vochysia tucanorum,10,13.4,15,,,,,
2,9,543,Gochnatia polymorpha,10,11.4,11.3,,,,,
2,9,544,Machaerium brasiliense,8,8.2,9.8,,,,,
2,9,545,Qualea cordata,11,20.1,22.2,,,,,
2,9,546,Rapanea umbellata,8,7,7.8,,,,,
2,9,547,Myrcia tomentosa,6,8.4,9.7,,,,,
2,9,548,Annona coriacea,9,17.2,15.8,,,,,
2,9,549,Machaerium brasiliense,12,12.4,14.8,,,,,
2,9,550,Syagrus sp,10,17.6,20,,,,,
2,9,551,Terminalia glabrescens,6,5.5,6.2,,,,,
2,9,552,Syagrus rommanzofiana,8,14.7,17.3,,,,,
2,9,553,Pera obovata,8,6.8,8,,,,,
2,9,554,Guapira graciliflora,8.2,7,8.5,,,,,
2,9,555,Machaerium brasiliense,12,17.9,21.4,,,,,
2,9,556,Pera obovata,10,12,14.3,,,,,
2,9,557,Myrcia fallax,5,7.3,7.3,,,,,
2,9,557,=,,9,10,,,,,
2,9,557,=,,5.3,=,,,,,
2,9,558,Pera obovata,8,6.5,7.3,,,,,
2,9,559,Platypodium elegans,6,9.5,13.8,,,,,
2,9,560,Myrcia fallax,6,10.7,11.7,,,,,
2,9,561,Machaerium brasiliense,6,11.3,14.11,,,,,
2,9,562,Myrcia fallax,3,5.5,7.4,,,,,
2,9,563,Machaerium brasiliense,10,6.5,7.2,,,,,
2,9,564,Matayba elaeagnoides,9,9.2,10.2,,,,,
2,10,565,Lacistema hasslerianum,4,1.5,1.5,,,,,
2,10,566,Myrcia tomentosa,4,2.7,3.5,,,,,
2,10,567,Daphnopsis racemosa,2,2,3.5,,,,,
2,10,567,=,,1.5,=,,,,,
2,10,568,Rapanea lancifolia,5,4.6,5.1,,,,,
2,10,569,Lacistema hasslerianum,3.5,2.4,2.5,,,,,
2,10,570,Myrcia fallax,1.6,1.6,4.8,,,,,
2,10,571,Machaerium brasiliense,6,4,4.4,,,,,
2,10,572,Lacistema hasslerianum,3.5,1.3,1.5,,,,,
2,10,573,Lacistema hasslerianum,4,1.2,2,,,,,
2,10,573,=,,1.1,=,,,,,
2,10,574,Myrcia tomentosa,3.5,3.3,4.4,,,,,
2,10,575,Lacistema hasslerianum,4.5,2.5,2.5,,,,,
2,10,576,Lacistema hasslerianum,6,2.3,2.5,,,,,
2,10,577,Qualea grandiflora,5,4.8,6.5,,,,,
2,10,578,Lacistema hasslerianum,3.5,2,2.6,,,,,
2,10,579,Lacistema hasslerianum,4,3.7,4.2,,,,,
2,10,580,Rapanea umbellata,5,2.5,3,,,,,
2,10,581,Gochnatia polymorpha,10,20,22.2,,,,,
2,10,582,Lithraea molleoides,6,9.7,10.6,,,,,
2,10,583,Gochnatia polymorpha,9,17,21.9,,,,,
2,10,584,Myrcia tomentosa,4.5,5.4,6.8,,,,,
2,10,585,Machaerium brasiliense,10,10.3,12.6,,,,,
2,10,586,Myrcia tomentosa,7,9,9.8,,,,,
2,10,587,Myrcia tomentosa,6,6.5,10,,,,,
2,10,588,Myrcia fallax,4,7.3,8,,,,,
2,10,589,Platypodium elegans,11,19.2,21.5,,,,,
2,10,590,Pera obovata,8,5.9,7,,,,,
2,10,591,Vochysia tucanorum,12,27.5,30,,,,,
2,10,592,Rapanea umbellata,10,12.4,14.2,,,,,
2,10,593,Vochysia tucanorum,10,13,16,,,,,
2,10,594,Ocotea corymbosa,7,6.1,7.5,,,,,
2,10,595,Myrcia tomentosa,5,5.3,5.3,,,,,
2,10,596,Terminalia glabrescens,6,9,7,,,,,
2,10,597,Machaerium brasiliense,5.5,5,5.8,,,,,
2,10,598,Machaerium brasiliense,10,6.5,10.2,,,,,
2,10,599,Pera obovata,9,8.7,9.5,,,,,
2,10,600,Myrcia fallax,6,5.2,6.4,,,,,
2,10,601,Lithraea molleoides,9,11.8,13,,,,,
2,10,602,Rapanea ferruginea,9,9.1,11.3,,,,,
2,10,603,Rapanea ferruginea,8,6.3,8,,,,,
2,10,604,Matayba elaeagnoides,6,5.2,5.3,,,,,
3,1,605,"Heteropterys ""rosa""",2.2,1.1+1+1.2+1,2.2,,,,,
3,1,606,Erythroxylum suberosum,1.8,2.2,5.1,,,,,
3,1,607,Myrcia fallax,,1,4.4,,,,,
3,1,608,Gochnatia barrosii,,,2,,,,,
3,1,609,Gochnatia polymorpha,4.5,5+8.1,12.5,,,,,
3,1,610,Gochnatia polymorpha,5,8+8.5,13.4,,,,,
3,1,611,Gochnatia polymorpha,4.5,5,9.1,,,,,
3,1,612,Vochysia tucanorum,6,9+11.1,15.1,,,,,
3,2,613,Rapanea umbellata,2.2,1.1,1.7,,,,,
3,2,614,Matayba elaeagnoides,3,1.8,2.1,,,,,
3,2,615,Ocotea corymbosa,2.8,1.5,2.5,,,,,
3,2,616,Myrcia fallax,3,2.3,3.4,,,,,
3,2,617,Gochnatia polymorpha,2.5,1.6,3.7,,,,,
3,2,618,Rapanea umbellata,2,1.1,1.8,,,,,
3,2,619,Ocotea corymbosa,4,3.5,5.1,,,,,
3,2,620,Rapanea umbellata,4,3.2,4,,,,,
3,2,621,Rapanea umbellata,4,3.5,4.4,,,,,
3,2,622,Rapanea umbellata,3.5,3.1+2.6,4.5,,,,,
3,2,623,Machaerium brasiliense,8,9.1,10.5,,,,,
3,2,624,Rapanea umbellata,3.5,6.5,7.5,,,,,
3,2,625,Rapanea umbellata,5.5,5.1,6.1+6.7,,,,,
3,2,626,Ocotea corymbosa,5,7.3,9.2,,,,,
3,2,627,Gochnatia polymorpha,5,8.5,12.9+12,,,,,
3,3,628,Rapanea umbellata,3,3.6,4.6,,,,,
3,3,629,Myrcia fallax,3,2.6,3.4,,,,,
3,3,630,Campomanesia adamantium,1.7,1.1,4.8,,,,,
3,3,631,Rapanea umbellata,2,1.8,2.4,,,,,
3,3,632,Rapanea umbellata,4,3.6,6.4,,,,,
3,3,633,Campomanesia adamantium,1.8,1.8+1,4.3,,,,,
3,3,634,Rapanea umbellata,2,1.8,2.8,,,,,
3,3,635,Rapanea umbellata,2.5,1.9,2.4,,,,,
3,3,636,Rapanea umbellata,2.8,1.6+1.3,2.5,,,,,
3,3,637,Campomanesia adamantium,2.5,1.6+3+1.8,7.3,,,,,
3,3,638,Gochnatia barrosii,2,1.8,3.5,,,,,
3,3,639,Vochysia tucanorum,4.5,5,7,,,,,
3,3,640,Rapanea umbellata,4,5.8+5.4+9.8+6.6,14.2+10.8,,,,,
3,3,641,Gochnatia polymorpha,5,5.5+7.3,11.2,,,,,
3,3,642,Gochnatia polymorpha,5.5,11.3+10.1,14.3,,,,,
3,3,643,Gochnatia polymorpha,6,5.8+11.2,13.7+7.5,,,,,
3,3,644,Gochnatia polymorpha,5,9.2,10.8,,,,,
3,3,645,Ocotea corymbosa,5,5.5,6.3,,,,,
3,3,646,Pera obovata,5.5,6,7.5,,,,,
3,4,647,Myrcia fallax,3,2.2,3,,,,,
3,4,648,Chromolaena laevigata,2.5,1.1,1.7,,,,,
3,4,649,Matayba elaeagnoides,2.5,1.7,3.1,,,,,
3,4,650,Stryphnodendron rotundifolium,4.5,4.5,5.6,,,,,
3,4,651,Ocotea corymbosa,6,7.5,10.4,,,,,
3,4,652,Eriotheca gracilipes,2,6.9,9,,,,,
3,4,653,Ocotea corymbosa,5,5.4,5.5,,,,,
3,4,654,Eriotheca gracilipes,2,5.3,9.8,,,,,
3,4,655,Gochnatia polymorpha,6,6.8+8.9+12.1+13.4,8+20.7,,,,,
3,4,656,Ocotea corymbosa,6,6.4,7.4,,,,,
3,4,657,Myrcia fallax,4,10+8.9,16,,,,,
3,4,658,Rapanea umbellata,6,5.1,6.5,,,,,
3,4,659,Eriotheca gracilipes,4,7.9,10,,,,,
3,5,660,Campomanesia adamantium,1.8,2,3.7,,,,,
3,5,661,Ocotea corymbosa,2.5,1.2,1.8,,,,,
3,5,662,Rapanea umbellata,2.2,1.1,1.8,,,,,
3,5,663,Leptolobium elegans,4.5,7.8,10.5,,,,,
3,5,664,Eriotheca gracilipes,3,5.4,8.5,,,,,
3,5,665,Leptolobium elegans,4,6.3,8.5,,,,,
3,5,666,Gochnatia polymorpha,4,6,7.1,,,,,
3,5,667,Ocotea corymbosa,5,5.8,7.5,,,,,
3,5,668,Ocotea corymbosa,5,5,6.7,,,,,
3,5,669,Miconia ligustroides,7,10.4+9.8+11,12.8+10.4+12.8+6.1,,,,,
3,5,670,Gochnatia polymorpha,4.5,5.6,7.5,,,,,
3,5,671,Rapanea umbellata,5,5.4,6.8,,,,,
3,5,672,Psidium pohlianum,6,9.3,10.9,,,,,
3,6,673,Stryphnodendron rotundifolium,2.5,4.5,6.1,,,,,
3,6,674,Ocotea corymbosa,6,4.6,5.2,,,,,
3,6,675,Ocotea corymbosa,3.5,2,2.9,,,,,
3,6,676,Dimorphandra mollis,2,1.8+2.3,3.4+3,,,,,
3,6,677,Matayba elaeagnoides,3,2,2.8,,,,,
3,6,678,Miconia albicans,3,1.2,2.1+2.2,,,,,
3,6,679,Rapanea umbellata,3,2.1,3,,,,,
3,6,680,Miconia albicans,2.2,1.5+2.2+1.1+1.7+1.5+1+1,2+2+1.8+4+2+3,,,,,
3,6,681,Qualea cordata,3.5,3.8,5.5,,,,,
3,6,682,Eriotheca gracilipes,3.5,8.9,9.7,,,,,
3,6,683,Ocotea corymbosa,7,14.1,15.5,,,,,
3,6,684,Rapanea umbellata,6,6.5,9.2,,,,,
3,6,685,Rapanea umbellata,7,5.6+5.7,6.8+7.4,,,,,
3,6,686,Myrcia fallax,3,6.6,7.7,,,,,
3,6,687,Matayba elaeagnoides,3,7.2+6.3,11.3,,,,,
3,6,688,Eriotheca gracilipes,5,6.1,10.8,,,,,
3,6,689,Gochnatia polymorpha,5,11.1+9.6,14.4,,,,,
3,6,690,Gochnatia polymorpha,5,5.3,6.7,,,,,
3,6,691,Rapanea ferruginea,4.5,5.1,6,,,,,
3,6,692,Gochnatia polymorpha,4,5,5.7,,,,,
3,6,693,Rapanea ferruginea,5,5.5+6.2,6.5+7.4,,,,,
3,6,694,Machaerium brasiliense,4,3.5,4,,,,,
3,6,695,Rapanea umbellata,4,4,4.5,,,,,
3,6,696,Rapanea umbellata,2,1.2,2,,,,,
3,6,697,Chromolaena laevigata,3,1.1+1,2.3,,,,,
3,6,698,Matayba elaeagnoides,3.2,3.3+2.7,3.8+3.2,,,,,
3,7,699,Gochnatia polymorpha,8,11.7,14.2,,,,,
3,7,700,Machaerium brasiliense,4.5,5.5,7.2,,,,,
3,7,701,Rapanea umbellata,5,5.2,6.3,,,,,
3,7,702,Rapanea umbellata,6,8,10.6,,,,,
3,7,703,Rapanea umbellata,7,6.6,8.4,,,,,
3,7,704,Gochnatia polymorpha,7,11.4,13.4,,,,,
3,7,705,Myrcia fallax,3,6.7+5.2,11.7,,,,,
3,7,706,Pera obovata,6,6,7.2,,,,,
3,7,707,Gochnatia polymorpha,7,7+9+8.9,14.6,,,,,
3,7,708,Rapanea umbellata,5,5.5,6.4,,,,,
3,7,709,Rapanea umbellata,5,3.7+1.8,4.5+2.6,,,,,
3,7,710,Campomanesia adamantium,1.8,1.2+1.2+1.3,3.9,,,,,
3,7,711,Rapanea umbellata,4,2,2.2,,,,,
3,7,712,Rapanea umbellata,3.5,1.6,1.9,,,,,
3,7,713,Rapanea umbellata,2.5,1.1,1.6,,,,,
3,7,714,Rapanea umbellata,6,3.6,4.3,,,,,
3,7,715,Rapanea umbellata,6,4.6+3.5,4.7+5.3,,,,,
3,7,716,Rapanea umbellata,2,1.2,2.2,,,,,
3,7,717,Rapanea umbellata,6,4.2,6,,,,,
3,7,718,Rapanea umbellata,6,4.3+3.9+2,5.5+2.2+4.3,,,,,
3,7,719,Ocotea corymbosa,3,2.3,2.3,,,,,
3,7,720,Myrcia fallax,2,1,1.5,,,,,
3,7,721,Myrcia multiflora,3,1.8,7,,,,,
3,7,722,Rapanea umbellata,4,2.2,2.3,,,,,
3,7,723,Matayba elaeagnoides,2.5,1.4,2,,,,,
3,7,724,Symplocos pubescens,3,1.5+1.5,2.7,,,,,
3,7,725,Rapanea umbellata,4.5,3.5,4.1,,,,,
3,7,726,Ocotea corymbosa,3,1.5,1.8,,,,,
3,7,727,Rapanea umbellata,5,2.1+1.2,2.5,,,,,
3,7,728,Rapanea umbellata,4,2.5,3.1,,,,,
3,7,5888,Erythroxylum cunneifolium,3.5,1.1,1.7,,,,,
3,8,729,Rapanea umbellata,4,2.2,3,,,,,
3,8,730,Miconia albicans,2,1.2+1.5+1.2+1.1,4.2+2.3+2+2+4.8+3.4+2.2,,,,,
3,8,731,Tabebuia ochracea,2,4,6.6,,,,,
3,8,732,Tapirira guianensis,5,9,6.9,,,,,
3,8,733,Rapanea umbellata,2.5,2.5+2.5+3+2.3,3+4+4.3,,,,,
3,8,734,Pera obovata,5,5.3,5.8,,,,,
3,8,735,Pera obovata,5,5.4,6.4,,,,,
3,8,736,Bowdichia virgilioides,8,16,14.5,,,,,
3,8,737,Tapirira guianensis,6,6.2,7.1,,,,,
3,8,738,Tapirira guianensis,7,10.2,11.1,,,,,
3,8,739,Machaerium brasiliense,6,5.9,6.8,,,,,
3,8,740,Gochnatia polymorpha,5,5.3,7.5,,,,,
3,8,741,Ocotea corymbosa,4,5.3,6.2,,,,,
3,8,742,Myrcia multiflora,4.5,5.6+5.3+7.4,13.8,,,,,
3,8,743,Rapanea umbellata,4,5.5,6.9,,,,,
3,9,744,Connarus suberosus,2,1.4,3.2,,,,,
3,9,745,Stryphnodendron rotundifolium,1.8,1.2,3,,,,,
3,9,746,Diospyros hispida,1.8,1,4.8,,,,,
3,9,747,Rapanea umbellata,2.5,1.3,2.4,,,,,
3,9,748,Vochysia tucanorum,6,6.7,9,,,,,
3,9,749,Gochnatia polymorpha,6,5.8+6.8,8.6+8.2,,,,,
3,9,750,Pera obovata,6,8,9.3,,,,,
3,9,751,Gochnatia polymorpha,3.5,7.8,9.2,,,,,
3,9,752,Vochysia tucanorum,4,5.9,8.8,,,,,
3,9,753,Gochnatia polymorpha,4,5.5,8.2,,,,,
3,9,754,Gochnatia polymorpha,6,15+10.6,22.5,,,,,
3,10,755,Rapanea umbellata,4.5,2.9,3.9,,,,,
3,10,756,Erythroxylum cunneifolium,2.8,1.5+1.2,2,,,,,
3,10,757,Rapanea umbellata,3,3.1,3.9,,,,,
3,10,758,Chrysophyllum marginatum,4,3.5,4.8,,,,,
3,10,759,Rapanea umbellata,2.5,1.6,2.9,,,,,
3,10,760,Rapanea umbellata,3,2.5,3.3,,,,,
3,10,761,Rapanea umbellata,2.5,1.2,1.5,,,,,
3,10,762,Miconia albicans,3,1+1+1,1.3+1.5,,,,,
3,10,763,Matayba elaeagnoides,2,1.9,2.4,,,,,
3,10,764,Lacistema hasslerianum,1.8,1,1.5,,,,,
3,10,765,Campomanesia adamantium,1.8,1,2.7,,,,,
3,10,766,Campomanesia adamantium,1.8,0.2,3,,,,,
3,10,767,Campomanesia adamantium,1.8,1.2,3.4,,,,,
3,10,768,Campomanesia adamantium,1.6,1.4,2.1,,,,,
3,10,769,Campomanesia adamantium,1.8,1.2+1.5+1.5,3.2,,,,,
3,10,770,Campomanesia adamantium,1.6,1.2,2.3,,,,,
3,10,771,Campomanesia adamantium,1.8,1.2+1.2,3,,,,,
3,10,772,Rapanea umbellata,5,1.8+2.5,3.6,,,,,
3,10,773,Campomanesia adamantium,1.8,1.3,3.5,,,,,
3,10,774,Rapanea umbellata,5,3.9,4.3,,,,,
3,10,775,Rapanea umbellata,4,4,4.7,,,,,
3,10,776,Rapanea umbellata,4.5,3.5,4.1,,,,,
3,10,777,Rapanea umbellata,2.5,1.5,2.4,,,,,
3,10,778,Rapanea umbellata,6,13.1,13.6,,,,,
3,10,779,Leptolobium elegans,4,8.3,9.8,,,,,
3,10,780,Vochysia tucanorum,5,10,11.9,,,,,
3,10,781,Vochysia tucanorum,5,8.1,7.3+9.4,,,,,
3,10,782,Gochnatia polymorpha,4,5.3,5.6,,,,,
3,10,783,Myrcia fallax,5.2,7.5,5.1+6.5+7.8+6,,,,,
3,10,784,Myrcia fallax,2.5,5,5.5+5.3,,,,,
3,10,785,Leptolobium elegans,4,7.4,8.1,,,,,
3,10,786,Gochnatia polymorpha,6,9.8+5.5+6.2,9.2+10,,,,,
3,10,787,Matayba elaeagnoides,5.6,8,11,,,,,
4,1,788,Zeyheria tuberculosa,2.2,1.6,2.9,,,,,
4,1,789,Myrcia multiflora,6,2.4,3.1,,,,,
4,1,790,Myrcia multiflora,5,1.5,2.1,,,,,
4,1,791,Nectandra oppositifolia,6,4,4.5,,,,,
4,1,792,Cordia sellowiana,3.3,2.1,3.2,,,,,
4,1,793,Myrcia tomentosa,3.3,2.9,3.3,,,,,
4,1,794,Alibertia edulis,,2.9,3.9,,,,,
4,1,795,Luehea grandiflora,9,24,37.3,,,,,
4,1,796,Ocotea minarum,8,9,9.9,,,,,
4,1,797,Cupania vernalis,4,9.6,10.3,,,,,
4,1,798,Luehea candicans,4,7.1,7.1,,,,,
4,1,799,Luehea candicans,4,6.3,6.2,,,,,
4,1,800,Luehea candicans,4,5.8,6,,,,,
4,1,801,Matayba elaeagnoides,2,5.4,5.9,,,,,
4,1,802,Platypodium elegans,8,16,28.5,,,,,
4,1,802,=,,12.5,=,,,,,
4,1,803,Ocotea velutina,8,6,6.1,,,,,
4,1,804,Matayba elaeagnoides,3,5.5,6,,,,,
4,1,805,Pera obovata,9,7.2,7.8,,,,,
4,1,806,Myrcia tomentosa,6,7.4,9.2,,,,,
4,1,807,Matayba elaeagnoides,5,13.7,14.9,,,,,
4,1,808,Bauhinia longifolia,6,6.5,7.4,,,,,
4,1,809,Guapira hirsuta,6,5.2,6.5,,,,,
4,2,810,Matayba elaeagnoides,4,3.3,4.3,,,,,
4,2,811,Lacistema hasslerianum,2.5,1.5,1.6,,,,,
4,2,812,Trichilia pallida,7,4.6,6.2,,,,,
4,2,813,Casearia sylvestris,7,6.6,7.5,,,,,
4,2,814,Pera obovata,12,22.1,29.5,,,,,
4,2,815,Pera obovata,9,10.5,13.5,,,,,
4,2,816,Matayba elaeagnoides,9,7.5,8.2,,,,,
4,2,816,=,,7.4,8.3,,,,,
4,2,817,Matayba elaeagnoides,3,9.2,8.8,,,,,
4,2,818,Matayba elaeagnoides,6,7.7,8.3,,,,,
4,2,819,Pera obovata,12,13.5,17.6,,,,,
4,2,820,Gochnatia polymorpha,9,25.3,30.5,,,,,
4,2,821,Terminalia glabrescens,7,6.2,9.6,,,,,
4,2,822,Alibertia edulis,4,5.8,10,,,,,
4,2,823,Gochnatia polymorpha,6,6.3,9.5,,,,,
4,2,824,Gochnatia polymorpha,5,8,8.5,,,,,
4,2,825,Myrcia fallax,3.5,6,7.4,,,,,
4,2,826,Terminalia glabrescens,8,6.3,7.5,,,,,
4,2,827,Pera obovata,12,21,26.3,,,,,
4,2,828,Machaerium brasiliense,10,14.1,15.1,,,,,
4,2,829,Nectandra oppositifolia,8,6.6,7.9,,,,,
4,3,830,Lacistema hasslerianum,2.9,1.3,1.8,,,,,
4,3,831,Myrcia multiflora,3,1.2,1.7,,,,,
